Request_Number,Request_Type,Source,Summary,Date_Complete_Received,Decision_Communicated,Name,Number_of_Pages_Released
AG-2012-02401,General Records,Public,"A copy of the fire report for {a specified address}. The incident occurred on November 14, 2012.","December 4, 2012","December 18, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-02408,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on April 18, 2012.","December 6, 2012","December 18, 2012",Disclosed in Part: Partially Exempt,22
AG-2012-02411,General Records,Public,"A copy of fire incident report for {a specified address}.  The incident occurred on November 29, 2012.","December 4, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,21
AG-2012-02419,General Records,Media,"A copy of report from the Auditor General saying that many of the fraud and waste complaints were ""referred to divisions"" for investigation, and copies of reports produced by divisional management into fraud and waste complaints that were substantiated.","December 6, 2012","December 11, 2012",Abandoned/Withdrawn by Applicant,0
AG-2012-02422,General Records,Public,A copy of sign permits for {a specified address}.,"December 7, 2012","December 21, 2012",Disclosed in Part: Partially Exempt,47
AG-2012-02450,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on December 1, 2012.","December 12, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-02453,General Records,Business,"A copy of the fire report for {a specified address}, North York. The incident occurred on November 4, 2012.","December 12, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,30
AG-2012-02479,General Records,Media,A copy of the results or report of McCormick Rankin Corporation (MRC) ground penetrating radar testing of the Gardiner Expressway completed in 2012.,"December 14, 2012","December 19, 2012",No Records Exist,0
AG-2012-02558,General Records,Media,"A copy of a list of itemized expenditures, supported by receipts, showing how the expense of $1838.87 was incurred by Councillor Mark Grimes during a trip to Guadalajara, Mexico.","December 27, 2012","December 28, 2012",Transferred Out in Full,0
AP-2012-01885,Personal Information,Public,A copy of the employment file for {an individual}.,"October 1, 2012","October 25, 2012",No Records Exist,0
AP-2012-01886,Personal Information,Public,"A copy of the employment file for {an individual} for the past 5 years, including contracts, performance reviews, pay stubs and/or tax documentation, and any documents pertaining to modified duties and/or reduced hours of work.","October 1, 2012","October 29, 2012",All Disclosed,53
AP-2012-01887,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 1, 2012","October 23, 2012",Disclosed in Part: Partially Exempt,296
AP-2012-01888,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 1, 2012","November 27, 2012",Disclosed in Part: Partially Exempt,522
AP-2012-01900,Personal Information,Public,"A copy of the employment file for {an individual}, including all EAP and counselling records.","October 3, 2012","October 30, 2012",Disclosed in Part: Partially Exempt,183
AP-2012-01904,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 2, 2012","October 25, 2012",Disclosed in Part: Partially Exempt,1136
AP-2012-01905,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 2, 2012","October 29, 2012",Disclosed in Part: Partially Exempt,766
AP-2012-01906,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 3, 2012","November 2, 2012",Disclosed in Part: Partially Exempt,666
AP-2012-01907,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 3, 2012","October 4, 2012",Transferred Out in Full,0
AP-2012-01910,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 4, 2012","October 19, 2012",All Disclosed,90
AP-2012-01911,Personal Information,Public,A copy of the employment file for {an individual}.,"October 4, 2012","November 2, 2012",Disclosed in Part: Partially Exempt,546
AP-2012-01912,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 4, 2012","October 30, 2012",Disclosed in Part: Partially Exempt,220
AP-2012-01913,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 4, 2012","October 12, 2012",All Disclosed,189
AP-2012-01915,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from March 9, 2009 to present.","October 5, 2012","October 17, 2012",No Records Exist,0
AP-2012-01916,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from July 8, 2009 to present.","October 5, 2012","October 17, 2012",No Records Exist,0
AP-2012-01917,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 5, 2012","October 24, 2012",Disclosed in Part: Partially Exempt,66
AP-2012-01935,Personal Information,Public,A copy of the employment file for {an individual}.,"October 10, 2012","November 9, 2012",Disclosed in Part: Partially Exempt,160
AP-2012-01936,Personal Information,Public,"A copy of the employment file, payroll records for {an individual}, including the current status of labour contract negotiations between the City of Toronto and theToronto Professional Fire Fighters' Association IAFF 3888 (new contract).","October 10, 2012","November 7, 2012",Disclosed in Part: Partially Exempt,201
AP-2012-01940,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 9, 2012","November 8, 2012",No Records Exist,0
AP-2012-01941,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"October 9, 2012","October 26, 2012",All Disclosed,18
AP-2012-01942,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 10, 2012","October 18, 2012",All Disclosed,177
AP-2012-01943,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 10, 2012","November 2, 2012",Disclosed in Part: Partially Exempt,287
AP-2012-01944,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 10, 2012","October 11, 2012",Transferred Out in Full,0
AP-2012-01957,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 11, 2012","November 6, 2012",Disclosed in Part: Partially Exempt,159
AP-2012-01958,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 11, 2012","October 12, 2012",Transferred Out in Full,0
AP-2012-01967,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 12, 2012","October 31, 2012",Disclosed in Part: No Records Exist,308
AP-2012-01968,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from March 1, 2010 to present.","October 12, 2012","October 12, 2012",Transferred Out in Full,0
AP-2012-01969,Personal Information,Public,"A copy of the Ontario Works file for {an individual}, including the total amounts received for income benefits.","October 12, 2012","October 31, 2012",Disclosed in Part: Partially Exempt,631
AP-2012-01973,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"October 12, 2012","October 26, 2012",All Disclosed,23
AP-2012-01974,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"October 12, 2012","October 26, 2012",Disclosed in Part: Partially Exempt,45
AP-2012-01979,Personal Information,Public,"A copy of any information regarding phone calls made from the City of Toronto's Employee Health and Rehabilitation on October 1, 3, and 5, 2012 regarding {an individual}.","October 15, 2012","November 6, 2012",Disclosed in Part: Partially Exempt,2
AP-2012-01986,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"October 15, 2012","October 30, 2012",All Disclosed,142
